Name,CR,XP,Race,Class1,Class1_Lvl,Class2,Class2_Lvl,Alignment,Size,Type,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,AC,AC_Touch,AC_Flat-footed,HP,HD,Fort,Ref,Will,Melee,Ranged,Space,Reach,Str,Dex,Con,Int,Wis,Cha,Feats,Skills,RacialMods,Languages,SQ,Environment,Organization,Treasure,Group,Gear,OtherGear,CharacterFlag,CompanionFlag,Speed,Base_Speed,Fly_Speed,Maneuverability,Climb_Speed,Swim_Speed,Burrow_Speed,Speed_Special,Speed_Land,Fly,Climb,Burrow,Swim,VariantParent,ClassArchetypes,CompanionFamiliarLink,AlternateNameForm,id,UniqueMonster,MR,Mythic,MT,Source
Nuckelavee,9,"6,400",,,,,,NE,Large,fey,aquatic,,,,,,23,17,15,104,11d6+66,9,16,10,"mwk longsword +11 (1d8+9/19-20), bite +10 (1d8+6 plus disease), 2 hooves +5 (1d6+3 plus disease)",,10,5,22,24,22,13,17,21,"Dodge, Lightning Reflexes, Lightning Stance, Mobility, Spring Attack, Wind Stance","Acrobatics +21 (+29 when jumping), Escape Artist +21, Intimidate +16, Knowledge (nature) +15, Perception +17, Stealth +17, Swim +28",,"Aklo, Common, Sylvan","amphibious, undersized weapons",cold swamps or coastlines,solitary,"standard (masterwork longsword, other treasure)",,,,0,0,"50 ft., swim 50 ft.",50,,,,,,,1,0,0,0,1,,,NULL,,2150,0,0,0,0,PFRPG Bestiary 3
Nue,10,"9,600",,,,,,NE,Large,magical beast,,,,,,,24,15,18,126,12d10+60,13,13,7,"bite +17 (2d6+6 plus energy drain), bite +17 (1d4+6 plus poison), 2 claws +17 (1d6+6)",,10,10,22,21,20,7,17,10,"Combat Casting, Combat Reflexes, Dodge, Improved Initiative, Mobility, Skill Focus (Stealth)","Climb +13, Perception +10, Stealth +11",,Common,cloud form,warm forests or mountains,"solitary, pair, or ambush (3-6)",standard,,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2151,0,0,0,0,PFRPG Bestiary 3
Nuglub,2,600,,,,,,CE,Small,fey,,,,,,,18,15,14,19,3d6+9,3,7,2,"bite +3 (1d4+1 plus grab), 2 claws +4 (1d3+1 plus trip)",,5,5,13,18,15,8,9,12,"Step Up, ToughnessB, Weapon Focus (claw)","Acrobatics +10, Climb +9, Craft (traps) +9, Intimidate +8, Perception +9, Stealth +14","+4 Craft (traps), +4 Intimidate, +4 Perception",Undercommon,kneecapper,any underground or urban,"solitary, pair, or mob (3-6)",standard,Gremlin,,,0,0,"30 ft., climb 20 ft.",30,,,20,,,,1,0,1,0,0,,,NULL,,1241,0,0,0,0,PFRPG Bestiary 2
Nupperibo Devil,1,400,,,,,,LE,Medium,outsider,devil,evil,extraplanar,lawful,,,12,10,12,5,1d10,0,2,2,spear +1 (1d6) or 2 claws +1 (1d4),,5,5,10,10,10,-,11,4,,,,Infernal (cannot speak),,any (Hell),horde (20-100),none,Devil,spear,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,2476,0,0,0,0,Tome of Horrors Complete
Nycar,2,600,,,,,,CN,Tiny,dragon,aquatic,,,,,,16,15,13,22,3d12+3,4,6,3,bite +8 (1d4+1 plus poison),,2/1/2002,0,13,16,12,5,10,9,"Skill Focus (Stealth), Weapon Finesse","Escape Artist +13, Fly +11, Perception +5, Stealth +20, Swim +13",+8 Escape Artist,Draconic (can't speak),"amphibious, elusive",cold marshes,"solitary, pair, or clutch (3-8)",standard,,,,0,0,"30 ft., swim 30 ft.",30,,,,30,,,1,0,0,0,1,NULL,,NULL,,5315,0,0,0,0,PFRPG Bestiary 4
Nymph,7,"3,200",,,,,,CG,Medium,fey,,,,,,,23,23,17,60,8d6+32,13,18,16,mwk dagger +10 (1d4/19-20),,5,5,10,21,18,16,17,25,"Agile Maneuvers, Combat Casting, Dodge, Weapon Finesse","Diplomacy +18, Escape Artist +16, Handle Animal +15, Heal +11, Knowledge (nature) +14, Perception +14, Sense Motive +14, Stealth +16, Swim +19",,"Common, Sylvan","inspiration, unearthly grace, wild empathy +21",temperate forest,solitary,"standard (dagger, other treasure)",,,,0,1,"30 ft., swim 20 ft.",30,,,,20,,,1,0,0,0,1,,,NULL,,282,0,0,0,0,PFRPG Bestiary
Nymph Water Strider,0.25,100,,,,,,N,Small,vermin,,,,,,,13,13,11,4,1d8,2,2,0,"2 claw -1 (1d3-2), bite -1 (1d2-2)",,5,5,7,15,10,-,10,2,,"Fly +0, Perception +4, Swim +2","+4 Perception, +4 Swim",,water skating (see giant water strider),any water,solitary or colony (2-9),incidental,Water Strider,,,0,0,"30 ft., fly 20 ft. (poor)",30,20,poor,,,,,1,1,0,0,0,NULL,,NULL,,5387,0,0,0,0,PFRPG Bestiary 4
Nyogoth,10,"9,600",,,,,,CE,Medium,outsider,chaotic,evil,extraplanar,qlippoth,,,24,15,19,125,10d10+70,14,12,7,"4 bites +15 (1d6+3/19-20 plus 1d4 acid), bite +15 (2d6+3/19-20 plus 1d4 acid)",,5,5,16,21,24,9,19,16,"Combat Reflexes, Improved Critical (bite), Power Attack, Vital Strike, Weapon Finesse","Fly +22, Intimidate +16, Knowledge (planes) +12, Perception +17, Stealth +18",,Abyssal; telepathy 100 ft.,flight,any (the Abyss),solitary or brood (2-8),standard,Qlippoth,,,0,0,"5 ft., fly 30 ft. (good)",5,30,good,,,,,1,1,0,0,0,,,NULL,,1326,0,0,0,0,PFRPG Bestiary 2
Nysrock Demon,13,"25,600",,,,,,CE,Large,outsider,chaotic,demon,evil,extraplanar,,,25,11,23,202,15d10+120,19,11,9,"bite +22 (2d6+7 plus grab), sting +22 (2d4+7 plus poison)",spit +16 (poison),10,5,24,14,26,16,19,18,"Ability Focus (poison), Alertness, Cleave, Combat Casting, Great Fortitude, Power Attack, Weapon Focus (bite), Weapon Focus (sting)","Bluff +22, Escape Artist +20, Intimidate +22, Knowledge (planes) +21, Perception +34, Sense Motive +26, Spellcraft +21, Stealth +16, Survival +22",+8 Perception,"Abyssal, Celestial, Common, Draconic, Infernal; telepathy 100 ft.",,any (Abyss),solitary or gang (2-4),standard,Demon,,,0,0,40 ft.,40,,,,,,,1,0,0,0,0,,,NULL,,2449,0,0,0,0,Tome of Horrors Complete
Oakman,3,800,,,,,,CN,Small,fey,,,,,,,17,12,15,16,3d6+6,3,4,5,+1 club +5 (1d8+2 ),,5,5,12,13,14,11,15,14,"Skill Focus (Craft (herbalism)), Weapon Focus (club)","Climb +15, Craft (herbalism) +9, Knowledge (nature) +6, Perception +8, Stealth +11, Survival +8",,"Common, Sylvan","moss, tree stride",temperate forest,solitary or troupe (2-12),standard,,,,0,0,"20 ft., climb 30 ft.",20,,,,,,,1,0,1,0,0,,,NULL,,2850,0,0,0,0,Tome of Horrors Complete
Obambo,13,"25,600",,,,,,LE,Medium,undead,incorporeal,,,,,,21,21,17,175,14d8+112,11,10,15,incorporeal touch +16 (1d6 Int drain plus daze),,5,5,-,23,-,19,18,25,"Alertness, Flyby Attack, Improved InitiativeB, Iron Will, Lunge, Skill Focus (Perform [oratory]), Step Up, Toughness","Appraise +21, Bluff +24, Craft (alchemy) +10, Diplomacy +15, Fly +18, Knowledge (dungeoneering) +10, Knowledge (geography) +15, Knowledge (history) +15, Knowledge (local) +15, Knowledge (nature) +15, Knowledge (religion) +10, Perception +21, Perform (oratory) +30, Sense Motive +24",,"Common, Polyglot, Sylvan; speak with animals, speak with vermin",unnatural aura,warm forests,solitary or tribe (1 plus 1-2 giant flytraps or 1-3 shambling mounds),standard,,,,0,0,"30 ft., fly 30 ft. (perfect)",30,30,perfect,,,,,1,1,0,0,0,,,NULL,,1060,0,0,0,0,AP 40
Obcisidaemon,19,"204,800",,,,,,NE,Gargantuan,outsider,daemon,evil,extraplanar,,,,34,10,30,319,22d10+198,22,11,18,"+1 unholy halberd +30/+25/+20/+15 (4d8+16/x3 plus inherit soul), bite +28 (2d8+15)",,20,20,30,19,28,13,21,24,"Bleeding Critical, Cleave, Critical Focus, Great Cleave, Greater Vital Strike, Improved Vital Strike, Power Attack, Quicken Spell-Like Ability (spell turning), Staggering Critical, Vital Strike, Weapon Focus (halberd)","Bluff +32, Fly +23, Intimidate +32, Knowledge (history) +15, Knowledge (planes) +15, Perception +30, Sense Motive +30, Spellcraft +26",,"Abyssal, Draconic, Infernal; telepathy 100 ft.",,any (Abaddon),"solitary, pair, or holocaust (3-6)","standard (+1 unholy halberd, other treasure)",,,,0,0,"30 ft., fly 60 ft. (average)",30,60,,,,,,1,1,0,0,0,,,NULL,,1939,0,0,0,0,Horsemen Of The Apocalypse
Obsidian Minotaur,9,"6,400",,,,,,N,Large,construct,,,,,,,25,9,25,96,12d10+30,4,4,4,2 claws +17 (2d8+6 plus 1d6 fire),,10,10,22,10,-,-,11,1,,,,,,any,solitary,none,,,,0,0,20 ft.,20,,,,,,,1,0,0,0,0,,,NULL,,2905,0,0,0,0,Tome of Horrors Complete
Ocean Giant,14,"38,400",,,,,,CG,Huge,humanoid,aquatic,giant,,,,,28,8,28,218,19d8+133,18,8,10,mwk trident +29/+24/+19 (3d6+22) or 2 slams +27 (2d6+15),rock +13 (2d8+22),15,15,40,11,25,12,15,18,"Augment SummoningB (with conch), Combat Reflexes, Critical Focus, Improved Bull Rush, Improved Initiative, Iron Will, Lightning Reflexes, Martial Weapon Proficiency (trident), Power Attack, Vital Strike, Weapon Focus (trident)","Intimidate +17, Knowledge (nature) +11, Perception +24, Perform (wind) +13, Survival +14, Swim +24",,"Aquan, Common, Giant",amphibious,any oceans,"solitary, gang (2-5), family (2-5 plus 35% noncombatants and 1 druid or sorcerer of 4th-7th level)","standard (mwk trident, other treasure)",Giant,,,0,0,"50 ft., swim 40 ft.",50,,,,,,,1,0,0,0,1,NULL,,NULL,,5242,0,0,0,0,PFRPG Bestiary 4
Oceanid,7,"3,200",,,,,,CN,Medium,fey,water,,,,,,21,15,16,76,9d6+45,8,10,10,slam +6 (1d4+3),waterspout +8 (7d6),5,5,14,19,20,14,19,21,"Combat Casting, Defensive Combat Training, Dodge, Improved Initiative, Mobility","Diplomacy +17, Handle Animal +14, Intimidate +14, Knowledge (nature) +14, Perception +16, Sense Motive +16, Stealth +16, Swim +22",,"Aquan, Common, Sylvan; speak with animals (sea creatures only)",waveglide,any oceans,solitary,standard,,,,0,0,"20 ft., swim 80 ft.",20,,,,80,,,1,0,0,0,1,,,NULL,,5316,0,0,0,0,PFRPG Bestiary 4
Ochre Eurypterid,0.33,135,,,,,,N,Small,vermin,aquatic,,,,,,14,12,13,4,1d8,2,1,1,"2 claws +0 (1d2-1), sting +0 (1d2-1 plus poison)",,5,5 (10 with sting),8,13,10,-,13,2,Improved InitiativeB,Swim +9 (uses Dexterity on Climb and Swim checks),,,amphibious,warm ocean,"solitary, pair, or swarm (3-12)",none,Ochre,,,0,0,"20 ft., swim 40 ft.",20,,,,40,,,1,0,0,0,1,,,NULL,,916,0,0,0,0,AP 37
Ochre Jelly,5,"1,600",,,,,,N,Large,ooze,,,,,,,4,4,4,63,6d8+36,8,-3,-3,slam +5 (2d4+3 plus 1d4 acid and grab),,10,5,14,1,22,-,1,1,,Climb +10,,,,temperate underground or marshes,solitary,none,,,,0,0,"10 ft., climb 10 ft.",10,,,10,,,,1,0,1,0,0,,,NULL,,283,0,0,0,0,PFRPG Bestiary
Octopus,1,400,,,,,,N,Small,animal,aquatic,,,,,,15,14,12,13,2d8+4,5,6,1,"bite +5 (1d3+1 plus poison), tentacles +3 (grab)",,5,5,12,17,14,2,13,3,"MultiattackB, Weapon Finesse","Escape Artist +13, Stealth +20, Swim +9","+8 Stealth, +10 Escape Artist",,,temperate or cold ocean,solitary,none,,,,0,1,"20 ft., swim 30 ft., jet 200 ft.",20,,,,30,,,1,0,0,0,1,,,NULL,,284,0,0,0,0,PFRPG Bestiary
Ogre,3,800,,,,,,CE,Large,humanoid,giant,,,,,,17,8,17,30,4d8+12,6,0,3,greatclub +7 (2d8+7),javelin +1 (1d8+5),10,10,21,8,15,6,10,7,"Iron Will, Toughness","Climb +7, Perception +5",,Giant,,temperate or cold hills,"solitary, pair, gang (3-4), or family (5-16)","standard (hide armor, greatclub, 4 javelins, other treasure)",,,,0,0,30 ft. (40 ft. base),30,,,,(40 ft. base),,,1,0,0,0,0,,,NULL,,287,0,0,0,0,PFRPG Bestiary
Ogre Mage,8,"4,800",,,,,,LE,Large,outsider,giant,native,oni,shapechanger,,,21,12,18,92,8d10+48,12,5,10,greatsword +14/+9 (3d6+10),composite longbow +10 (2d6+7),10,10,24,17,23,14,14,17,"Combat Expertise, Combat Reflexes, Improved Initiative, Iron Will","Bluff +14, Disguise +14, Fly +5, Intimidate +14, Knowledge (arcana) +13, Perception +13, Sense Motive +13, Spellcraft +13, Use Magic Device +14",,"Common, Giant","change shape (Small, Medium, or Large humanoid; alter self or giant form I), flight",cold hills,"solitary, pair, or patrol (1-2 plus 2-4 ogres)","double (chain shirt, greatsword, composite longbow [+7 Str] with 20 arrows, other treasure)",Oni,,,0,0,"40 ft., fly 60 ft. (good)",40,60,,,,,,1,1,0,0,0,,,NULL,,288,0,0,0,0,PFRPG Bestiary
Ogre Spider,5,"1,600",,,,,,N,Huge,vermin,,,,,,,18,10,16,52,7d8+21,8,4,3,bite +8 (2d8+7 plus poison),,15,15,21,15,16,-,12,2,,"Climb +29, Perception +5, Stealth -2","+16 Climb, +4 Perception, +4 Stealth",,compression,temperate or cold hills or underground,solitary or pair,incidental,Spider,,,0,0,"40 ft., climb 40 ft.",40,,,,,,,1,0,1,0,0,,,NULL,,2201,0,0,0,0,PFRPG Bestiary 3
Ogrekin,2,600,Male human ogrekin,fighter,2,,,CE,Medium,humanoid,giant,,,,,,14,11,13,25,2d10+10,7,1,1,"shortspear +7 (1d6+5), bite +2 (1d4+2)",,5,5,21,13,18,8,12,6,"Cleave, Improved Initiative, Iron Will, Power Attack","Climb +10, Swim +10",,Giant,"deformities (oversized maw, weak mind)",any,solitary or family (2-6),"NPC gear (spear, other treasure)",Ogrekin,,,0,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,Half-ogre,1309,0,0,0,0,PFRPG Bestiary 2
Ogren,1,400,,,,,,NE,Medium,humanoid,ogren,,,,,,16,10,16,13,2d8+4,5,0,0,longspear +5 (1d8+3 x3 crit),,5,5,17,11,14,10,11,8,Weapon Focus (longspear),"Perception +2, Stealth +4",+2 Stealth,"Common, (Giant or Goblin 50% of either)",ogre blood,temperate hills and plains,"solitary, band (5-8), raiding party (6-11 and one leader of 5th-7th level), or clan (10-24, plus 100% noncombatants, one shaman of 5th-7th level, one leader of 7th-9th level, 2-4 ogres, and 5-8 hobgoblins)",standard,,"hide armor, longspear",,1,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2906,0,0,0,0,Tome of Horrors Complete
Ogrillon,1,400,,,,,,CE,Medium,humanoid,ogrillon,,,,,,14,10,14,13,2d8+4,5,0,-1,unarmed strike +6 (1d4+4),,5,5,19,10,14,7,8,8,Weapon Focus (unarmed strike),"Climb +8, Perception +0",,Giant,orc/ogre blood,any land and underground,"solitary, gang (2-5), tribe (5-30 plus 1 4th-level sergeant per 10 adults and 1 leader of 5th-7th level), or warband (3-8 plus 10-24 orcs)",standard,,,,1,0,30 ft.,30,,,,,,,1,0,0,0,0,,,NULL,,2907,0,0,0,0,Tome of Horrors Complete
Oil Shark,7,"3,200",,,,,,N,Huge,magical beast,aquatic,extraplanar,fire,,,,19,10,19,85,10d10+30,10,9,6,bite +14 (2d6+9),,15,10,23,15,17,1,12,2,"Improved Initiative, Iron Will, Power Attack, Skill Focus (Perception), Vital Strike","Escape Artist +13 (+21 vs. grapple), Perception +8, Swim +20",+8 Escape Artist to escape a grapple,,,Sea of Fire (Plane of Fire and Plane of Molten Skies) Sea of Fire (Plane of Fire and Plane of Molten Skies),"solitary, school (2-5), or pack (6-11)",none,,,,0,0,Swim 60 ft.,,,,,60,,,1,0,0,0,0,,,NULL,,2908,0,0,0,0,Tome of Horrors Complete
Old Black Dragon,14,"38,400",,,,,,CE,Huge,dragon,water,,,,,,32,8,32,225,18d12+108,17,11,15,"Bite +26 (2d8+13 plus 2d6 acid), 2 claws +25 (2d6+9), 2 wings +23 (1d8+4), tail +23 (2d6+13)",,15,10 (15 with bite),29,10,23,16,19,16,"Alertness, Combat Expertise, Improved Initiative, Improved Vital Strike, Multiattack, Power Attack, Skill Focus (Stealth), Vital Strike, Weapon Focus (bite)","Fly +13, Handle Animal +21, Intimidate +24, Knowledge (arcana) +24, Knowledge (history) +24, Perception +29, Spellcraft +24, Stealth +19, Swim +38",+8 swim,"Common, Draconic, Giant, Orc",,warm marshes,solitary,triple,Chromatic Dragon,,,0,0,"60 ft., fly 200 ft. (poor), swim 60 ft.",60,200,,,60,,,1,1,0,0,1,,,NULL,,1522,0,0,0,0,d20pfsrd
Old Blue Dragon,16,"76,800",,,,,,LE,Gargantuan,dragon,earth,,,,,,31,5,31,250,20d12+120,18,11,16,"bite +27 (4d6+15/19-20), 2 claws +26 (2d8+10), 2 wings +24 (2d6+5), tail slap +24 (2d8+15)",,20,15 (20 with bite),31,8,23,18,19,18,"Combat Casting, Dazzling Display, Deadly Stroke, Extend Spell, Hover, Improved Critical (bite), Improved Initiative, Multiattack, Shatter Defenses, Weapon Focus (bite)","Bluff +27, Fly +8, Intimidate +27, Knowledge (arcana) +27, Knowledge (geography) +27, Knowledge (local) +27, Perception +27, Spellcraft +27, Stealth +10, Survival +27",,"Auran, Common, Draconic, Giant, Ignan",sound imitation,warm deserts,solitary,triple,Chromatic Dragon,,,0,0,"40 ft., burrow 20 ft., fly 250 ft. (clumsy)",40,,clumsy,,,20,,1,1,0,1,0,,,NULL,,1531,0,0,0,0,d20pfsrd
Old Brass Dragon,14,"38,400",,,,,,CG,Huge,dragon,fire,,,,,,32,8,32,225,18d12+108,17,11,15,"bite +25 (2d8+13), 2 claws +25 (2d6+9), 2 wings +23 (1d8+4), tail slap +23 (2d6+13)",,15,15 (20 with bite),29,10,23,18,19,18,"Alertness, Flyby Attack, Hover, Greater Spell Focus (enchantment), Improved Initiative, Multiattack, Power Attack, Spell Focus (enchantment), Vital Strike","Bluff +25, Diplomacy +25, Fly +13, Heal +25, Knowledge (local) +25, Linguistics +25, Perception +29, Sense Motive +29, Spellcraft +25, Survival +25",,"Common, Draconic, plus any 22 more",move sand,warm deserts,solitary,triple,Metallic Dragon,,,0,0,"60 ft., burrow 30 ft., fly 200 ft. (poor)",60,,poor,,,30,,1,1,0,1,0,,,NULL,,1567,0,0,0,0,d20pfsrd
Old Bronze Dragon,16,"76,800",,,,,,LG,Gargantuan,dragon,water,,,,,,31,5,31,250,20d12+120,18,11,18,"bite +26 (4d6+15/19-20), 2 claws +26 (2d8+10), tail slap +24 (2d8+15), 2 wings +24 (2d6+5)",,20,15 (20 with bite),31,8,23,22,23,22,"Alertness, Cleave, Flyby Attack, Hover, Improved Critical (bite), Improved Initiative, Improved Vital Strike, Multiattack, Power Attack, Vital Strike","Diplomacy +29, Fly +8, Handle Animal +26, Intimidate +29, Knowledge (arcana, geography, history) +29, Perception +33, Sense Motive +33, Spellcraft +29, Stealth +10, Swim +41",+8 Swim,"Aquan, Common, Draconic, Elven, Gnome, 2 more","change shape (animal or humanoid, polymorph), water breathing, wave mastery (80 min)",temperate coastlines,solitary,triple,Metallic Dragon,,,0,0,"40 ft., fly 250 ft. (clumsy)",40,,clumsy,,,,,1,1,0,0,0,,,NULL,,3310,0,0,0,0,d20pfsrd
Old Copper Dragon,15,"51,200",,,,,,CG,Huge,dragon,earth,,,,,,33,8,33,237,19d12+114,17,11,16,"bite +26 (2d8+13/19-20), 2 claws +26 (2d6+9/19-20), tail slap +21 (2d6+13), 2 wings +21 (1d8+4)",,15,10 (15 with bite),29,10,23,20,21,20,"Combat Expertise, Greater Trip, Improved Critical (bite, claw), Improved Initiative, Improved Trip, Improved Vital Strike, Power Attack, Spell Focus (Illusion), Vital Strike","Bluff +27, Craft (traps) +35, Diplomacy +27, Fly +14, Knowledge (geography) +27, Knowledge (history) +27, Perception +27 (+35 vs. traps), Perform (comedy) +24, Sense Motive +27, Stealth +14, Use Magic Device +27",,"Common, Draconic, Dwarven, Elven, Gnome, Halfling",trap master,warm hills,solitary,triple,Metallic Dragon,,,0,0,"40 ft., fly 200 ft. (poor)",40,200,poor,,,,,1,1,0,0,0,,,NULL,,1584,0,0,0,0,d20pfsrd
Old Gold Dragon,18,"153,600",,,,,,LG,Gargantuan,dragon,fire,,,,,,33,5,33,297,22d12+154,20,12,21,"bite +30 (4d6+18/19-20), 2 claws +30 (2d8+12/19-20), tail slap +28 (2d8+18), 2 wings +28 (2d6+6)",,20,15 (20 with bite),35,8,25,22,23,22,"Alertness, Critical Focus, Extend Spell, Improved Critical (bite, claw), Iron Will, Multiattack, Power Attack, Quicken Spell, Stunning Critical, Vital Strike","Diplomacy +31, Fly +10, Heal +31, Knowledge (arcana) +31, Knowledge (history) +31, Knowledge (local) +31, Knowledge (nobility) +31, Knowledge (religion) +31, Perception +35, Sense Motive +35, Spellcraft +31, Swim +45",+8 Swim,"Celestial, Common, Draconic, Elven, Halfling, 2 more","change shape, detect gems, fast flight, luck",warm plains,solitary,triple,Metallic Dragon,,,0,0,"60 ft., fly 250 ft. (clumsy), swim 60 ft.",60,250,clumsy,,60,,,1,1,0,0,1,,,NULL,,1593,0,0,0,0,d20pfsrd
Old Gray Dragon,13,"25,600",,,,,,NE,Huge,dragon,water,,,,,,33,8,33,212,17d12+102,16,12,14,"2 claws +24 (2d6+9), bite +25 (2d8+13/19-20), 2 wings +22 (1d8+4), tail slap +22 (2d6+13)",,15,10 (15 with bite),29,10,23,17,19,17,"Alertness, Cleave, Flyby Attack, Improved Critical (bite), Improved Initiative, Lightning Reflexes, Multiattack, Power Attack, Weapon Focus (bite)","Bluff +23, Fly +16, Intimidate +23, Knowledge (local) +23, Perception +28, Sense Motive +28, Spellcraft +23, Stealth +12, Swim +37",,"Aquan, Common, Draconic, Giant Special Abilities",,warm coastlines,solitary,triple standard,Dragon,,,0,0,"60 ft., fly 200 ft. (average), swim 40 ft.",60,,average,,,,,1,1,0,0,1,,,NULL,,4799,0,0,0,0,Tome of Horrors 4
Old Green Dragon,15,"51,200",,,,,,LE,Gargantuan,dragon,air,,,,,,30,5,30,237,19d12+114,17,10,17,"bite +25 (4d6+15/19-20), 2 claws +25 (2d8+10/19-20), 2 wings +23 (2d6+5), tail slap +23 (2d8+15)",,20,15 (20 with bite),31,8,23,18,19,18,"Alertness, Cleave, Flyby Attack, Great Cleave, Improved Critical (bite), Improved Critical (claws), Improved Sunder, Iron Will, Multiattack, Power Attack","Fly +7, Knowledge (arcana) +26, Knowledge (local) +26, Knowledge (nature) +26, Perception +30, Spellcraft +26, Stealth +9, Survival +26, Swim +40, Use Magic Device +26",+8 Swim,"Common, Draconic, Elven, Giant, Sylvan","camouflage, trackless step, water breathing, woodland stride",temperate forests,solitary,triple,Chromatic Dragon,,,0,0,"40 ft., fly 250 ft. (clumsy), swim 40 ft.",40,250,,,40,,,1,1,0,0,1,,,NULL,,1540,0,0,0,0,d20pfsrd
Old Red Dragon,17,"102,400",,,,,,CE,Gargantuan,dragon,fire,,,,,,32,5,32,283,21d12+147,19,11,18,"bite +29 (4d6+18/19-20), 2 claws +29 (2d8+12), 2 wings +27 (2d6+6), tail slap +27 (2d8+18)",,20,15 (20 with bite),35,8,25,18,19,18,"Cleave, Critical Focus, Greater Vital Strike, Improved Critical (bite), Improved Initiative, Improved Iron Will, Improved Vital Strike, Iron Will, Multiattack, Power Attack, Vital Strike","Appraise +28, Bluff +28, Diplomacy +28, Fly +9, Intimidate +28, Knowledge (arcana) +28, Perception +28, Sense Motive +28, Spellcraft +28, Stealth +11",,"Common, Draconic, Dwarven, Giant, Orc",,warm mountains,solitary,triple,Chromatic Dragon,,,0,0,"40 ft., fly 250 ft. (clumsy)",40,250,,,,,,1,1,0,0,0,,,NULL,,1549,0,0,0,0,d20pfsrd
Old Umbral Dragon,17,"102,400",,,,,,CE,Gargantuan,dragon,extraplanar,,,,,,32,5,32,262,21d12+126,18,11,18,"bite +27 (4d6+15/19-20), 2 claws +27 (2d8+10), tail slap +25 (2d8+15) and 2 wings +25 (2d6+5)",,5,5,31,8,23,22,23,22,"Bleeding Critical, Critical Focus, Hover, Improved Critical (bite), Improved Initiative, Improved Vital Strike, Multiattack, Power Attack, Skill Focus (Stealth), Snatch, Vital Strike","Appraise +30, Bluff +30, Diplomacy +30, Fly +9, Knowledge (arcana, local, planes, religion) +30, Perception +30, Sense Motive +30, Spellcraft +30, Stealth +17",,"Abyssal, Common, Draconic, Undercommon, 3 more","ghost bane, umbral scion",any,solitary,triple,Primal Dragon,,,0,0,"40 ft., fly 200 ft. (poor)",40,200,poor,,,,,1,1,0,0,0,,,NULL,,5417,0,0,0,0,d20pfsrd
Old White Dragon,13,"25,600",,,,,,CE,Huge,dragon,cold,,,,,,31,8,31,212,17d12+102,16,12,13,"bite +25 (2d8+13/19-20), 2 claws +24 (2d6+9), 2 wings +19 (1d8+4), tail slap +19 (2d6+13)",,15,10 (15 with bite),29,10,23,14,17,14,"Alertness, Flyby Attack, Improved Critical (bite), Improved Initiative, Improved Vital Strike, Lightning Reflexes, Power Attack, Vital Strike, Weapon Focus (bite)","Fly +12, Intimidate +22, Knowledge (arcana) +22, Perception +27, Sense Motive +27, Spellcraft +22, Stealth +12, Swim +37",+8 Swim,"Common, Draconic, Giant","icewalking, ice shape",cold mountains,solitary,triple,Chromatic Dragon,,,0,0,"30 ft., burrow 30 ft., fly 200 ft. (poor), swim 60 ft.",30,,poor,,60,30,,1,1,0,1,1,,,NULL,,1558,0,0,0,0,d20pfsrd
Olethrodaemon,20,"307,200",,,,,,NE,Gargantuan,outsider,daemon,evil,extraplanar,,,,38,18,30,370,20d10+260,29,18,26,"2 bites +28 (2d8+12/19-20 plus grab), 4 claws +28 (2d6+12 plus grab), gore +28 (2d8+12)",,20,20,35,26,37,12,26,25,"Awesome Blow, Cleave, Great Cleave, Improved Bull Rush, Improved Critical (bite), Improved Initiative, Improved Sunder, Iron Will, Power Attack, Quicken Spell-Like Ability (disintegrate)","Climb +35, Intimidate +30, Knowledge (planes) +24, Perception +31, Sense Motive +31, Stealth +19, Survival +31",,"Abyssal, Infernal; telepathy 100 ft.",adamantine claws,any (Abaddon),"solitary, pair, or apocalypse (3-5)",standard,Daemon,,,0,0,"40 ft., burrow 50 ft.",40,,,,,50,,1,0,0,1,0,,,NULL,,1147,0,0,0,0,PFRPG Bestiary 2
